Public Food Key,Classification,Category,Categoría,Food Name,Nombre en español,"Energy, with dietary fibre (kJ)","Energy, with dietary fibre (kcal)","Energy, without dietary fibre (kJ)","Energy, without dietary fibre (kcal)",Moisture (water) (g),Protein (g),Nitrogen (g),Total fat (g),Ash (g),Total dietary fibre (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose (g),Maltose (g),Lactose (g),Galactose (g),Maltotriose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Dextrin (g),Glycerol (g),Glycogen (g),Inulin (g),Mannitol (g),Maltodextrin (g),Oligosaccharides (g),Raffinose (g),Stachyose (g),Sorbitol (g),Resistant starch (g),"Available carbohydrate, without sugar alcohols (g)","Available carbohydrate, with sugar alcohols (g)",Acetic acid (g),Citric acid (g),Fumaric acid (g),Lactic acid (g),Malic acid (g),Oxalic acid (g),Propionic acid (g),Quinic acid (g),Succinic acid (g),Tartaric acid (g),Aluminium (Al) (ug),Antimony (Sb) (ug),Arsenic (As) (ug),Cadmium (Cd) (ug),Calcium (Ca) (mg),Chromium (Cr) (ug),Chloride (Cl) (mg),Cobalt (Co) (ug),Copper (Cu) (mg),Fluoride (F) (ug),Iodine (I) (ug),Iron (Fe) (mg),Lead (Pb) (ug),Magnesium (Mg) (mg),Manganese (Mn) (mg),Mercury (Hg) (ug),Molybdenum (Mo) (ug),Nickel (Ni) (ug),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Sulphur (S) (mg),Tin (Sn) (ug),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Alpha-carotene (ug),Beta-carotene (ug),Cryptoxanthin (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Lutein (ug),Lycopene (ug),Xanthophyl (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pantothenic acid (B5) (mg),Pyridoxine (B6) (mg),Biotin (B7) (ug),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3 (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Alpha tocotrienol (mg),Beta tocopherol (mg),Beta tocotrienol (mg),Delta tocopherol (mg),Delta tocotrienol (mg),Gamma tocopherol (mg),Gamma tocotrienol (mg),Vitamin E (mg),C4 (%),,C6 (%),,C8 (%),,C10 (%),,C11 (%),,C12 (%),,C13 (%),,C14 (%),,C15 (%),,C16 (%),,C17 (%),,C18 (%),,C19 (%),,C20 (%),,C21 (%),,C22 (%),,C23 (%),,C24 (%),,Total saturated fatty acids (%),,C12:1 (%),,C14:1 (%),,C15:1 (%),,C16:1 (%),,C17:1 (%),,C18:1 (%),,C20:1 (%),,C22:1 (%),,C24:1 (%),,Total monounsaturated fatty acids (%),,C16:2w4 (%),,C16:3 (%),,C18:2w6 (%),,C18:3w3 (%),,C18:3w4 (%),,C18:3w6 (%),,C18:4w1 (%),,C18:4w3 (%),,C20:2w6 (%),,C20:3w3 (%),,C20:3w6 (%),,C20:4w3 (%),,C20:4w6 (%),,C20:5w3 (%),,C22:2w6 (%),,C22:4w6 (%),,C22:5w3 (%),,C22:5w6 (%),,C22:6w3 (%),,Other polyunsaturated fatty acids (%),,Total polyunsaturated fatty acids (%),,Total long chain omega 3 fatty acids (%),,Total undifferentiated fatty acids (%),,Total trans fatty acids (%),,Caffeine (mg),Cholesterol (mg),Tryptophan (mg/g N),,Alanine (mg/g N),,Arginine (mg/g N),,Aspartic acid (mg/g N),,Cystine plus cysteine (mg/g N),,Glutamic acid (mg/g N),,Glycine (mg/g N),,Histidine (mg/g N),,Isoleucine (mg/g N),,Leucine (mg/g N),,Lysine (mg/g N),,Methionine (mg/g N),,Phenylalanine (mg/g N),,Proline (mg/g N),,Serine (mg/g N),,Threonine (mg/g N),,Tyrosine (mg/g N),,Valine (mg/g N),,wiki,wiki (es)
F000962,18101,Beef ,Carne de vaca,"Beef, topside roast, lean, roasted, no added fat","Carne de res, lomo asado, magra, tostado, sin grasa añadida",660,158,660,158,63.4,32.7,5.23,2.8,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,,,0.124,,1.7,2.4,,24,0,,,,220,340,14,54,,,4.8,0,,12,,12,2,,,,0.06,0.2,3,4.5,7.5,0.28,0.12,,1.8,25,0,25,25,0,0.2,0,0.1,0,0.7,0.7,,0,,0,,0,,0.7,,,,,,,,,,,,,,,1.7,0.04,0.4,0.01,18.7,0.48,0.8,0.02,8.6,0.22,,,,,,,0.1,0,,,,,30.27,0.78,,,0.9,0.02,,,4.9,0.13,,,44,1.13,,,,,,,52.13,1.34,,,,,5.9,0.15,0.9,0.02,,,0.4,9.36,,,,,0.2,5.23,,,0.8,20.26,,,3.1,79.41,1.2,30.42,,,0.3,7.98,2,51.94,,,0.3,7.77,,,15.14,0.39,3.514,90.127,2.33,60,2.5,63.17,0,62,51,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat from cattle,carne procedente de ganado bovino
F000963,18101,Beef ,Carne de vaca,"Beef, topside roast, semi-trimmed, raw","Beef, lomo asado, semi-recortado, crudo",558,133,558,133,73.3,22,3.51,5,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,,,0.006,,1.2,1.24,,23,0,,,,196,353,11.6,43,,,2.93,1,,10,,10,3,,,,0.029,0.108,2.97,3.02,5.99,0.27,0.22,,1,21,0,21,21,1,0.3,0,0.7,0,3.7,0.9,,0,,0,,0,,0.89,,,,,,,,,,,,,,,,0.16,,0.02,,1.1,,0.06,,0.58,,,,,,,,0,,,,,,1.93,,,,0.05,,,,0.16,,,,1.82,,,,,,,,2.1,,,,,,0.2,,0.02,,,,11.64,,,,,,7.38,,,,17.33,,,,76.2,,20.56,,,,10.88,,40.95,,,,5.47,,,,0.41,,66.982,,67,,213.62,0,36,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat from cattle,carne procedente de ganado bovino
F000964,18101,Beef ,Carne de vaca,"Beef, topside roast, semi-trimmed, roasted, no added fat","Carne de vaca, carne asada parte superior, semi-recortado, asado, sin grasa añadida",719,172,719,172,62.1,32.1,5.13,4.7,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,,,0.12,,1.7,2.35,,24,0,,,,216,334,13.5,53,,,4.68,1,,12,,12,3,,,,0.058,0.196,2.94,4.42,7.36,0.28,0.13,,1.8,25,0,25,25,0,0.2,0,0.1,0,0.7,0.7,,0,,0,,0,,0.72,,,,,,,,,,,,,,,,0.12,,0.02,,0.91,,0.04,,0.43,,,,,,,,0,,,,,,1.52,,,,0.06,,,,0.22,,,,1.92,,,,,,,,2.27,,,,,,0.17,,0.04,,,,13.02,,,,,,5.04,,,,19.54,,,,76.56,,29.33,,,,7.69,,51.39,,,,7.49,,,,0.42,,88.209,,71,,165.01,0,62,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat from cattle,carne procedente de ganado bovino
F000966,18101,Beef ,Carne de vaca,"Beef, topside roast, untrimmed, raw","Carne de res, lomo asado, sin recortar, crudo",681,163,681,163,70.2,21.3,3.41,8.6,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,,,0.005,,1.3,1.25,,23,0,,,,189,341,10.8,42,,,2.8,4,,10,,10,6,,,,0.027,0.104,2.9,2.93,5.83,0.27,0.23,,1.1,20,0,20,20,1,0.4,0,0.6,0,3.53,0.9,,0,,0,,0,,0.88,,,,,,,,,,,,,,,,0.32,,0.05,,1.98,,0.1,,1.01,,,,,,,,0,,,,,,3.45,,,,0.11,,,,0.32,,,,3.26,,,,,,,,3.79,,,,,,0.24,,0.04,,,,18.1,,,,,,6.9,,,,16.22,,,,71.3,,20.58,,,,10.18,,38.32,,,,5.12,,,,0.48,,64.015,,98,,393.85,0,37,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat from cattle,carne procedente de ganado bovino
F000967,18101,Beef ,Carne de vaca,"Beef, topside roast, untrimmed, roasted, no added fat","Carne de res, lomo asado, sin recortar, asado, sin grasa añadida",793,190,793,190,60.5,31.3,5.01,7.1,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,4,,,,0.114,,1.8,2.28,,23,0,,,,210,325,12.9,52,,,4.52,2,,12,,12,4,,,,0.055,0.19,2.87,4.31,7.18,0.28,0.14,,1.8,24,0,24,24,0,0.2,0,0.1,0,0.69,0.7,,0,,0,,0,,0.75,,,,,,,,,,,,,,,,0.22,,0.04,,1.44,,0.07,,0.69,,,,,,,,0,,,,,,2.46,,,,0.1,,,,0.34,,,,2.91,,,,,,,,3.43,,,,,,0.2,,0.05,,,,17.62,,,,,,4.81,,,,18.62,,,,72.99,,27.96,,,,7.33,,50.7,,,,7.14,,,,0.46,,85.799,,86,,293.03,0,62,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat from cattle,carne procedente de ganado bovino
F009360,18104,Veal ,Ternera,"Veal, all cuts, separable fat, raw","Ternera, todos los cortes, grasa separable, crudo",1403,335,1403,335,52.7,19.4,3.1,29,0.8,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,14,,,,0,,0,0.58,,11,0,,,,110,160,0,25,,,1.7,32,,8,,8,33,,,,0.03,0.3,3,2.67,5.67,0.99,0.4,,3,0,0,0,0,0,1,0,0,0,1,1.1,,0,,0,,0,,1.1,,,,,,,,,,,,,,,6.2,1.72,1.4,0.4,23.8,6.57,1.5,0.41,17.7,4.9,,,,,,,0,0,,,,,50.63,13.99,,,0.9,0.24,,,2.1,0.57,,,33.9,9.36,,,,,,,37.56,10.38,,,,,1.2,0.33,0.8,0.21,,,0.2,68.82,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0.2,45.32,,,0,0,,,2.36,0.65,0.164,45.325,0.78,216,9.4,2610.32,0,70,51,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009359,18104,Veal ,Ternera,"Veal, all cuts, separable fat, cooked","Ternera, todos los cortes, grasa separable, cocinado",1573,376,1573,376,46.4,20.7,3.31,33,1,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,7,,,,0,,0,0.79,,11,0,,,,98,160,0,32,,,1.5,30,,8,,8,31,,,,0,0.1,3,2.85,5.85,0.89,0.2,,3.3,0,0,0,0,0,0.6,0,0,0,0.6,1.1,,0,,0,,0,,1.1,,,,,,,,,,,,,,,7.5,2.35,1.4,0.43,28.8,9.04,1.5,0.46,15.1,4.76,,,,,,,0,0,,,,,54.18,17.04,,,1.1,0.36,,,2.9,0.92,,,30.4,9.54,,,,,,,35.23,11.08,,,,,1.5,0.47,0.7,0.23,,,0.3,96.55,,,,,0,0,,,0,0,,,0,0,0,0,,,0,0,0.3,106.93,,,0,0,,,2.87,0.9,0.34,106.927,0.8,251,7.7,2429.12,0,39,51,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009361,18104,Veal ,Ternera,"Veal, boneless dice or strips, lean, raw","Ternera, los dados o tiras sin hueso, magro, cruda",492,118,492,118,74.4,25.2,4.02,1.8,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.086,,0.3,1.19,,25,0,,,,250,375,0,51,,,4.15,0,,0,,0,0,,,,0.06,0.2,16,3.46,19.46,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0,,0,,0,,0.5,,,,,,,,,,,,,,,,0.05,,0.03,,0.32,,0.02,,0.19,,,,,,,,0,,,,,,0.61,,,,0.01,,,,0.05,,,,0.55,,,,,,,,0.64,,,,,,0.1,,0.02,,,,4.18,,,,,,6.3,,,,15.68,,,,64.38,,26.26,,,,5.1,,36.72,,,,7.45,,,,0.29,,70.436,,29,,55.5,0,55,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009362,18104,Veal ,Ternera,"Veal, boneless dice or strips, lean, stir-fried, no added fat","Veal, dados deshuesados ​​o tiras, magra,, la grasa no añadido frito",633,151,633,151,64.4,31,4.95,2.9,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.145,,0.3,2.05,,36,0,,,,365,510,15.5,82,,,6.4,0,,9,,9,2,,,,0.1,0.2,9,4.26,13.26,0.66,1,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.3,,,,,,,,,,,,,,,,0.11,,0.02,,0.56,,0.03,,0.37,,,,,,,,0,,,,,,1.09,,,,0.02,,,,0.07,,,,0.8,,,,,,,,0.94,,,,,,0.18,,0.04,,,,8.69,,,,,,9.7,,,,26.4,,,,103.89,,40.01,,,,11.74,,63.44,,,,15.73,,,,0.5,,119.166,,58,,122.67,0,104,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009363,18104,Veal ,Ternera,"Veal, boneless dice or strips, untrimmed, raw","Veal, dados deshuesados ​​o tiras, sin recortar, crudo",508,121,508,121,74,25,4.01,2.2,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.084,,0.3,1.18,,25,0,,,,248,371,0,51,,,4.11,1,,0,,0,1,,,,0.059,0.202,15.77,3.45,19.22,1.49,0.79,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.75,0.5,,0,,0,,0,,0.51,,,,,,,,,,,,,,,,0.08,,0.04,,0.43,,0.02,,0.27,,,,,,,,0,,,,,,0.85,,,,0.02,,,,0.06,,,,0.71,,,,,,,,0.81,,,,,,0.11,,0.03,,,,5.33,,,,,,6.19,,,,15.4,,,,63.24,,25.8,,,,5.01,,36.88,,,,7.32,,,,0.3,,69.998,,33,,100.72,0,55,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009364,18104,Veal ,Ternera,"Veal, boneless dice or strips, untrimmed, stir-fried, no added fat","Veal, dados deshuesados ​​o tiras, sin recortar,, la grasa no añadido frito",651,156,651,156,64.1,30.7,4.92,3.5,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.143,,0.3,2.03,,35,0,,,,360,503,15.2,81,,,6.3,1,,9,,9,2,,,,0.098,0.198,8.89,4.23,13.12,0.66,0.98,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.32,,,,,,,,,,,,,,,,0.16,,0.03,,0.72,,0.04,,0.45,,,,,,,,0,,,,,,1.4,,,,0.02,,,,0.08,,,,0.96,,,,,,,,1.13,,,,,,0.19,,0.04,,,,10.36,,,,,,9.51,,,,25.89,,,,101.88,,39.23,,,,11.51,,64.25,,,,15.42,,,,0.51,,118.896,,61,,166.69,0,103,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009370,18104,Veal ,Ternera,"Veal, cutlet, with bone, lean, raw","Ternera, chuleta, con hueso, magro, cruda",459,110,459,110,74.7,24.6,3.94,1.1,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.055,,0.3,0.71,,23,0,,,,240,330,0,45,,,3.6,0,,0,,0,0,,,,0.06,0.2,16,3.39,19.39,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0,,0,,0,,0.5,,,,,,,,,,,,,,,3.6,0.04,0.8,0.01,22.4,0.23,0.9,0.01,11.7,0.12,,,,,,,0.1,0,,,,,39.52,0.4,,,0.7,0.01,,,3.2,0.03,,,28.1,0.28,,,,,,,34.47,0.35,,,,,6.2,0.06,1.8,0.02,,,0.2,2.18,,,,,0.5,5.31,,,1,10.5,,,5.1,51.79,3,29.86,,,0.3,2.86,3.2,32.3,,,0.7,7.05,,,22.07,0.22,6.87,69.222,2.39,24,3.4,34.42,0,35,51,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009369,18104,Veal ,Ternera,"Veal, cutlet, with bone, lean, grilled, no added fat","Ternera, chuleta, con hueso, sin grasa, a la parrilla, la grasa sin adición",552,132,552,132,68.1,28.1,4.5,2,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.052,,0.3,1.1,,20,0,,,,210,300,14,46,,,3.7,0,,9,,9,2,,,,0.1,0.2,9,3.87,12.87,0.66,1,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,,,,,,,0.3,,,,,,,,,,,,,,,5.1,0.09,0.8,0.02,28.1,0.51,1.1,0.02,10.9,0.2,,,,,,,0.1,0,,,,,46.07,0.84,,,1.2,0.02,,,4.5,0.08,,,27.9,0.51,,,,,,,35.44,0.65,,,,,5,0.09,1.1,0.02,,,0.4,7.6,,,,,0.4,7.36,,,0.8,14.4,,,3.7,67.84,1.7,32.02,,,0.3,5.35,2.4,43.09,,,0.5,8.78,,,16.24,0.3,4.579,83.887,1.83,34,2.4,43.53,0,41,51,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009372,18104,Veal ,Ternera,"Veal, cutlet, with bone, semi-trimmed, raw","Ternera, chuleta, con hueso, semi-recortado, crudo",512,122,512,122,73.5,24.3,3.89,2.7,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.052,,0.3,0.7,,22,0,,,,233,320,0,44,,,3.49,2,,0,,0,2,,,,0.058,0.206,15.26,3.34,18.6,1.47,0.78,,1.7,0,0,0,0,1,0.3,0,0.7,0,3.64,0.5,,0,,0,,0,,0.54,,,,,,,,,,,,,,,,0.13,,0.03,,0.58,,0.03,,0.39,,,,,,,,0,,,,,,1.17,,,,0.02,,,,0.06,,,,0.8,,,,,,,,0.92,,,,,,0.08,,0.03,,,,5.95,,,,,,5.01,,,,9.9,,,,48.86,,28.18,,,,2.7,,33.04,,,,6.65,,,,0.24,,67.869,,35,,180.22,0,37,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009371,18104,Veal ,Ternera,"Veal, cutlet, with bone, semi-trimmed, grilled, no added fat","Ternera, chuleta, con hueso, semi-recortado, a la parrilla, la grasa no añadido",625,149,625,149,66.5,27.6,4.41,4.2,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.048,,0.3,1.08,,19,0,,,,202,290,13,45,,,3.54,2,,9,,9,4,,,,0.093,0.193,8.57,3.79,12.36,0.68,0.94,,3,0,0,0,0,0,0.2,0,0.1,0,0.69,0.4,,,,,,,,0.36,,,,,,,,,,,,,,,,0.26,,0.04,,1.13,,0.05,,0.53,,,,,,,,0,,,,,,2.01,,,,0.05,,,,0.14,,,,1.16,,,,,,,,1.4,,,,,,0.12,,0.04,,,,14.01,,,,,,6.84,,,,13.36,,,,62.96,,29.72,,,,4.96,,47.68,,,,8.14,,,,0.34,,85.546,,49,,215.29,0,41,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009374,18104,Veal ,Ternera,"Veal, cutlet, with bone, untrimmed, raw","Ternera, chuleta, con hueso, sin recortar, crudo",523,125,523,125,73.2,24.2,3.88,3,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.051,,0.3,0.7,,22,0,,,,231,318,0,44,,,3.47,2,,1,,1,2,,,,0.058,0.207,15.12,3.34,18.46,1.46,0.77,,1.7,0,0,0,0,1,0.3,0,0.7,0,3.61,0.5,,0,,0,,0,,0.54,,,,,,,,,,,,,,,,0.15,,0.03,,0.66,,0.04,,0.44,,,,,,,,0,,,,,,1.32,,,,0.02,,,,0.07,,,,0.9,,,,,,,,1.03,,,,,,0.08,,0.03,,,,6.71,,,,,,4.95,,,,9.78,,,,48.26,,27.83,,,,2.67,,33.19,,,,6.57,,,,0.25,,67.595,,37,,209.84,0,37,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009373,18104,Veal ,Ternera,"Veal, cutlet, with bone, untrimmed, grilled, no added fat","Ternera, chuleta, con hueso, sin recortar, a la parrilla, la grasa sin adición",632,151,632,151,66.4,27.5,4.4,4.4,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.048,,0.3,1.08,,19,0,,,,201,289,12.9,45,,,3.53,2,,9,,9,4,,,,0.092,0.192,8.53,3.79,12.32,0.68,0.94,,3,0,0,0,0,0,0.2,0,0.1,0,0.69,0.4,,,,,,,,0.36,,,,,,,,,,,,,,,,0.27,,0.05,,1.19,,0.06,,0.56,,,,,,,,0,,,,,,2.12,,,,0.05,,,,0.15,,,,1.22,,,,,,,,1.47,,,,,,0.12,,0.04,,,,14.63,,,,,,6.78,,,,13.26,,,,62.48,,29.49,,,,4.93,,48.13,,,,8.08,,,,0.34,,85.707,,51,,231.99,0,41,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009379,18104,Veal ,Ternera,"Veal, diced, lean, raw","Ternera, en dados, magro, cruda",448,107,448,107,75.5,23.1,3.7,1.5,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.073,,0.3,0.88,,22,0,,,,220,330,0,46,,,3.6,0,,0,,0,0,,,,0.06,0.2,16,3.18,19.18,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0,,0,,0,,0.5,,,,,,,,,,,,,,,3.4,0.05,2.1,0.03,20.2,0.28,0.9,0.01,11.6,0.16,,,,,,,0.1,0,,,,,38.23,0.52,,,0.8,0.01,,,3,0.04,,,34.3,0.47,,,,,,,39.93,0.55,,,,,6.6,0.09,1.4,0.02,,,0.3,3.59,,,,,0.4,5.4,,,1,13.44,,,4,55.18,1.6,22.51,,,0.3,4.37,2.3,31.48,,,0.5,6.39,,,18.35,0.25,4.394,60.373,1.83,25,3.5,47.57,0,55,51,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009380,18104,Veal ,Ternera,"Veal, diced, lean, stir-fried, no added fat","Ternera, en dados, delgado, grasa sin adición frito",653,156,653,156,63.9,31.9,5.1,3,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.15,,0.3,2,,34,0,,,,360,490,15,85,,,7,0,,9,,9,2,,,,0.1,0.2,9,4.39,13.39,0.66,1,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.3,,,,,,,,,,,,,,,4.2,0.12,0.8,0.02,21.2,0.58,1,0.03,13.9,0.38,,,,,,,0.1,0,,,,,41.21,1.13,,,0.7,0.02,,,2.6,0.07,,,30,0.82,,,,,,,35.37,0.97,,,,,6.9,0.19,1.4,0.04,,,0.3,8.99,,,,,0.4,10.03,,,1,27.32,,,3.9,107.47,1.5,41.38,,,0.4,12.15,2.4,65.62,,,0.6,16.27,,,18.83,0.52,4.486,123.275,2.17,60,4.6,126.9,0,110,51,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009381,18104,Veal ,Ternera,"Veal, diced, untrimmed, raw","Ternera, en dados, sin recortar, crudo",466,111,466,111,75.1,23,3.68,2,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.072,,0.3,0.88,,22,0,,,,218,327,0,46,,,3.56,1,,0,,0,1,,,,0.059,0.202,15.76,3.17,18.93,1.49,0.79,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.75,0.5,,0,,0,,0,,0.51,,,,,,,,,,,,,,,,0.08,,0.04,,0.39,,0.02,,0.25,,,,,,,,0,,,,,,0.77,,,,0.02,,,,0.05,,,,0.63,,,,,,,,0.73,,,,,,0.09,,0.02,,,,4.78,,,,,,5.3,,,,13.19,,,,54.17,,22.09,,,,4.29,,31.73,,,,6.27,,,,0.26,,60.098,,29,,94.47,0,55,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009382,18104,Veal ,Ternera,"Veal, diced, untrimmed, stir-fried, no added fat","Ternera, en dados, sin recortar, sin grasa añadida frito",679,162,679,162,63.4,31.6,5.05,3.8,1.3,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,8,,,,0.146,,0.3,1.97,,33,0,,,,353,481,14.6,84,,,6.85,1,,9,,9,2,,,,0.097,0.197,8.83,4.35,13.18,0.67,0.98,,3,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0,,0,,0,,0.32,,,,,,,,,,,,,,,,0.18,,0.03,,0.82,,0.04,,0.5,,,,,,,,0,,,,,,1.58,,,,0.03,,,,0.1,,,,1.07,,,,,,,,1.25,,,,,,0.2,,0.04,,,,11.43,,,,,,9.75,,,,26.55,,,,104.48,,40.23,,,,11.81,,66.77,,,,15.81,,,,0.53,,122.819,,65,,191.14,0,108,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
F009433,18104,Veal ,Ternera,"Veal, steak, boneless, leg, lean, raw","Ternera, carne, sin hueso, pierna, magro, cruda",470,112,470,112,75.8,24.4,3.9,1.5,1.2,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,6,,,,0.086,,0.3,1.4,,31,0,,,,300,366,0,56,,,4.7,0,,0,,0,0,,,,0.06,0.2,16,3.36,19.36,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0,,0,,0,,0.5,,,,,,,,,,,,,,,2.2,0.03,0.4,0.01,17.9,0.25,0.7,0.01,10.3,0.14,,,,,,,0.1,0,,,,,31.78,0.44,,,0.6,0.01,,,2.9,0.04,,,31.4,0.43,,,,,,,37.76,0.52,,,,,8.5,0.12,2.3,0.03,,,0.3,4.36,,,,,0.5,7.08,,,1.3,18.49,,,6.4,88.5,3.4,46.48,,,0.3,4.4,3.7,50.23,,,0.8,10.58,,,27.48,0.38,7.809,107.295,2.84,39,3.1,43.14,0,57,51,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat of young cattle,
